# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID	PROBLEMATIC
4190	Achagua	wasp, general	avispa	guêpe	vespa	animal	$aini$, $ainitʃe:$ (avispa) {Melendez 2011}, $babaweni$ (avispa) {Melendez 2011}, $e:mawowa$ (avispa) {Melendez 2011}, $ninini$ (avispa) {Melendez 2011}, $ʃi:kiu kuwa$ (avispa) {Melendez 2011}		babaweni		babaweni	b a b a w e n i	Melendez 2011	4514	
4191	Achagua	wasp, general	avispa	guêpe	vespa	animal	$aini$, $ainitʃe:$ (avispa) {Melendez 2011}, $babaweni$ (avispa) {Melendez 2011}, $e:mawowa$ (avispa) {Melendez 2011}, $ninini$ (avispa) {Melendez 2011}, $ʃi:kiu kuwa$ (avispa) {Melendez 2011}		e:mawowa		e:mawowa	e: m a w o w a	Melendez 2011	4516	
4192	Achagua	wasp, general	avispa	guêpe	vespa	animal	$aini$, $ainitʃe:$ (avispa) {Melendez 2011}, $babaweni$ (avispa) {Melendez 2011}, $e:mawowa$ (avispa) {Melendez 2011}, $ninini$ (avispa) {Melendez 2011}, $ʃi:kiu kuwa$ (avispa) {Melendez 2011}		ninini		ninini	n i n i n i	Melendez 2011	4518	
4193	Achagua	wasp, general	avispa	guêpe	vespa	animal	$aini$, $ainitʃe:$ (avispa) {Melendez 2011}, $babaweni$ (avispa) {Melendez 2011}, $e:mawowa$ (avispa) {Melendez 2011}, $ninini$ (avispa) {Melendez 2011}, $ʃi:kiu kuwa$ (avispa) {Melendez 2011}		ʃi:kiu kuwa		ʃi:kiu kuwa	ʃ i � k i u � k u w a	Melendez 2011	4519	
4194	Baré	wasp, general	avispa	guêpe	vespa	animal	$hani$ (vespa) {Oliveira 93}		hani		hani	h a n i	Oliveira 93	4508	
4195	Kabiyari	wasp, general	avispa	guêpe	vespa	animal	<áaji> $áaji$ (vespa) {Epps}	áaji	áaji		áaji	á a j i	Epps	4509	
4196	Resigaro	wasp, general	avispa	guêpe	vespa	animal	$haánimiínú$ (vespa) {Epps}		haánimiínú		haánimiínú	h a á n i m i í n ú	Epps	4510	
4197	Tariana	wasp, general	avispa	guêpe	vespa	animal	$ainí$ (vespa) {Aikhenvald 2001}		ainí		ainí	a i n í	Aikhenvald 2001	4506	
4198	Warekena	wasp, general	avispa	guêpe	vespa	animal	$a:ni$ (vespa) {Aikhenvald 2012}, $aɾawána$ (caba preta) {Aikhenvald 2012}, $puʃéye$ (caba) {Aikhenvald 2012		a:ni		a:ni	a: n i	Aikhenvald 2012	4506	
4199	Warekena	wasp, general	avispa	guêpe	vespa	animal	$a:ni$ (vespa) {Aikhenvald 2012}, $aɾawána$ (caba preta) {Aikhenvald 2012}, $puʃéye$ (caba) {Aikhenvald 2012		aɾawána		aɾawána	a ɾ a w á n a	Aikhenvald 2012	4514	
4200	Warekena	wasp, general	avispa	guêpe	vespa	animal	$a:ni$ (vespa) {Aikhenvald 2012}, $aɾawána$ (caba preta) {Aikhenvald 2012}, $puʃéye$ (caba) {Aikhenvald 2012		puʃéye		puʃéye	p u ʃ é y e	Aikhenvald 2012	4517	
4201	Yukuna	wasp, general	avispa	guêpe	vespa	animal	$hai$ $hai$ (vespa) {Epps}		hai		hai	h a i	Epps	4508	
5318	Baniwa	wasp, general			vespa		<áini> (caba genérico) {Ramirez 2001}	áini			áini	á i n i	Ramirez 2001	4506	
#
4202	Achagua	water	agua	eau	água	other	$ʃiatai$ (agua) {Melendez 2011}		ʃiatai		ʃiatai	ʃ i a t a i	Melendez 2011	4520	
4203	Baré	water	agua	eau	água	other	$uni$ (água) {Oliveira 93}		uni		uni	u n i	Oliveira 93	4521	
4204	Kabiyari	water	agua	eau	água	other	<úuni> $úuni$ (água) {Epps}	úuni	úuni		úuni	ú u n i	Epps	4521	
4205	Piapoco	water	agua	eau	água	other	<ú(u)ni> $ú(u)ni$ (água) {Epps}	ú(u)ni	ú(u)ni		ú(u)ni	ú <?> u <?> n i	Epps	4521	
4206	Resigaro	water	agua	eau	água	other	$hooní$ (água) {Epps}		hooní		hooní	h oo n í	Epps	4521	
4207	Tariana	water	agua	eau	água	other	$yanáka$ (água) {Aikhenvald 2001}, $úni$ $úni$ (água) {Epps}, $úːni$ $úːni$ (água) {Epps}		yanáka		yanáka	y a n á k a	Aikhenvald 2001	4521	
4208	Tariana	water	agua	eau	água	other	$yanáka$ (água) {Aikhenvald 2001}, $úni$ $úni$ (água) {Epps}, $úːni$ $úːni$ (água) {Epps}		úni		úni	ú n i	Epps	4521	
4209	Tariana	water	agua	eau	água	other	$yanáka$ (água) {Aikhenvald 2001}, $úni$ $úni$ (água) {Epps}, $úːni$ $úːni$ (água) {Epps}		úːni		úːni	úː n i	Epps	4521	
4210	Warekena	water	agua	eau	água	other	$weni$ (água) {Aikhenvald 2012}		weni		weni	w e n i	Aikhenvald 2012	4521	
4211	Yukuna	water	agua	eau	água	other	$húni$ (água) {Epps}		húni		húni	h ú n i	Epps	4521	
5319	Baniwa	water			água		<óoni> (água) {Ramirez 2001}	óoni			óoni	ó o n i	Ramirez 2001	4521	
#
4212	Achagua	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$waja$ (nosostros, nosostras) {Melendez 2011}		waja		waja	w a j a	Melendez 2011	4522	
4213	Baré	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$wi$ (nós) {Oliveira 93}		wi		wi	w i	Oliveira 93	4522	
4214	Kabiyari	we (excl)	nosotros.excl	nous	nosotros.excl	pro	<whé> $whé$ (nós) {Epps} <wa-> $wa-$ (nós) {Epps}	whé	whé		whé	w̥ é	Epps	4523	
4215	Kabiyari	we (excl)	nosotros.excl	nous	nosotros.excl	pro	<whé> $whé$ (nós) {Epps} <wa-> $wa-$ (nós) {Epps}	wa-	wa-		wa-	w a +	Epps	4522	
4216	Piapoco	we (excl)	nosotros.excl	nous	nosotros.excl	pro	<wía> $wía$ (nós) {Epps}	wía	wía		wía	w í a	Epps	4522	
4217	Resigaro	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$muuʔá$ (nós) @excluido@ {Epps}		muuʔá		muuʔá	m uu ʔ á	Epps	4527	
4218	Tariana	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$w(a)ha$ $w(a)ha$ (nós) {Epps}		w(a)ha		w(a)ha	w <?> a <?> a	Epps	4527	
4219	Warekena	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$wa-ya$ (nós) {Aikhenvald 2012}		wa-ya		wa-ya	w a � y a	Aikhenvald 2012	4522	
4220	Yukuna	we (excl)	nosotros.excl	nous	nosotros.excl	pro	$weká$ (nós) {Epps}		weká		weká	w e k á	Epps	4522	
5320	Baniwa	we (excl)			nosotros.excl		<whía> (nosotros) {Ramirez 2001}, <wa-> (nosotros) {Ramirez 2001}	whía			whía	wh í a	Ramirez 2001	4523	
5321	Baniwa	we (excl)			nosotros.excl		<whía> (nosotros) {Ramirez 2001}, <wa-> (nosotros) {Ramirez 2001}	wa-			wa-	w a �	Ramirez 2001	4522	
#
4221	Achagua	we (incl)	nosotros.incl	nous	nosso	pro	$waja$ (nosostros, nosostras) {Melendez 2011}		waja		waja	w a j a	Melendez 2011	4528	
4222	Baré	we (incl)	nosotros.incl	nous	nosso	pro	$wi$ (nós) {Oliveira 93}		wi		wi	w i	Oliveira 93	4528	
4223	Kabiyari	we (incl)	nosotros.incl	nous	nosso	pro	<whé> $whé$ (nós) {Epps} <wa-> $wa-$ (nós) {Epps}	whé	whé		whé	w̥ é	Epps	4529	
4224	Kabiyari	we (incl)	nosotros.incl	nous	nosso	pro	<whé> $whé$ (nós) {Epps} <wa-> $wa-$ (nós) {Epps}	wa-	wa-		wa-	w a +	Epps	4528	
4225	Piapoco	we (incl)	nosotros.incl	nous	nosso	pro	<wía> $wía$ (nós) {Epps}	wía	wía		wía	w í a	Epps	4528	
4226	Resigaro	we (incl)	nosotros.incl	nous	nosso	pro	$ɸaʔá$ (nós) @incluido@ {Epps}		ɸaʔá		ɸaʔá	ɸ a ʔ á	Epps	4533	
4227	Tariana	we (incl)	nosotros.incl	nous	nosso	pro	$w(a)ha$ $w(a)ha$ (nós) {Epps}		w(a)ha		w(a)ha	w <?> a <?> a	Epps	4533	
4228	Warekena	we (incl)	nosotros.incl	nous	nosso	pro	$wa-ya$ (nós) {Aikhenvald 2012}		wa-ya		wa-ya	w a � y a	Aikhenvald 2012	4528	
4229	Yukuna	we (incl)	nosotros.incl	nous	nosso	pro	$weká$ (nós) {Epps}		weká		weká	w e k á	Epps	4528	
5322	Baniwa	we (incl)			nosso		<whía> (nosotros) {Ramirez 2001}, <wa-> (nosotros) {Ramirez 2001}	whía			whía	wh í a	Ramirez 2001	4529	
5323	Baniwa	we (incl)			nosso		<whía> (nosotros) {Ramirez 2001}, <wa-> (nosotros) {Ramirez 2001}	wa-			wa-	w a �	Ramirez 2001	4528	
#
4230	Piapoco	weave (leaves into basket)	tejer hoja	tresser	trançar, entrelaçar	verb	$nujà:ka$ (tejer) {Klumpp 1995}		nujà:ka		nujà:ka	n u j à: k a	Klumpp 1995	4535	
4231	Tariana	weave (leaves into basket)	tejer hoja	tresser	trançar, entrelaçar	verb	$di-kusé$ (tecer) {Aikhenvald 2001}		di-kusé		di-kusé	di- k u s é	Aikhenvald 2001	4536	
5324	Baniwa	weave (leaves into basket)			trançar, entrelaçar		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-ña			-ña	� n � a	Ramirez 2001	4534	
5325	Baniwa	weave (leaves into basket)			trançar, entrelaçar		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-tsipáta			-tsipáta	� t � i p a � t a	Ramirez 2001	4537	
#
5326	Baniwa	weave (leaves into thatch)			trançar, entrelaçar, (telhado) cobrir com palha		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-ña			-ña	� n � a	Ramirez 2001	4538	
5327	Baniwa	weave (leaves into thatch)			trançar, entrelaçar, (telhado) cobrir com palha		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-tsipáta			-tsipáta	� t � i p a � t a	Ramirez 2001	4539	
#
4232	Yukuna	weave (thread or cord)	tejer, trenzar	tisser	trançar	verb	$ɲaʔakahé$ (trançar) {Schauer 2005}		ɲaʔakahé		ɲaʔakahé	ɲ a ʔ a k a h é	Schauer 2005	4541	
5328	Baniwa	weave (thread or cord)			trançar		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-ña			-ña	� n � a	Ramirez 2001	4540	
5329	Baniwa	weave (thread or cord)			trançar		<-ña> (trançar) {Ramirez 2001}, <-tsipáta> (trançar) {Ramirez 2001}	-tsipáta			-tsipáta	� t � i p a � t a	Ramirez 2001	4542	
#
4233	Warekena	weed (V)	cultivar, desherbar	désherber	cultivar, capinar	verb	$paɾaka$ (capinar) {Aikhenvald 2012}		paɾaka		paɾaka	p a ɾ a k a	Aikhenvald 2012	4544	
5330	Baniwa	weed (V)			cultivar, capinar		<-íttaa> (capinar) {Ramirez 2001}, <-médzoa> (capinar) {Ramirez 2001}	-íttaa			-íttaa	� i � t t a a	Ramirez 2001	4543	
5331	Baniwa	weed (V)			cultivar, capinar		<-íttaa> (capinar) {Ramirez 2001}, <-médzoa> (capinar) {Ramirez 2001}	-médzoa			-médzoa	� m e � d � o a	Ramirez 2001	4545	
#
4234	Achagua	wet	mojado	mouillé	molhado	other	$i:sabi:$ (mojado) {Melendez 2011}		i:sabi:		i:sabi:	i: s a b i:	Melendez 2011	4546	
4235	Baré	wet	mojado	mouillé	molhado	other	$wira$ (molhado) {Oliveira 93}		wira		wira	w i r a	Oliveira 93	4548	
4236	Kabiyari	wet	mojado	mouillé	molhado	other	<nenipá> $nenipá$ (molhado) {Epps}	nenipá	nenipá		nenipá	n e n i p á	Epps	4549	
4237	Piapoco	wet	mojado	mouillé	molhado	other	<isàbéeri> $isàbé:ɾi$ (molhado) {Epps}	isàbéeri	isàbé:ɾi		isàbé:ɾi	i s à b é: ɾ i	Epps	4546	
4238	Resigaro	wet	mojado	mouillé	molhado	other	$patshánuʔ$ (molhado) {Allin 1979}		patshánuʔ		patshánuʔ	p a tsh á n u ʔ	Allin 1979	4551	
4239	Tariana	wet	mojado	mouillé	molhado	other	$kápe$ (molhado) {Aikhenvald 2001}		kápe		kápe	k á p e	Aikhenvald 2001	4546	
4240	Warekena	wet	mojado	mouillé	molhado	other	$muɾamuɾa$ (estar molhado) {Aikhenvald 2012}, $muʃa$ (molhado) {Aikhenvald 2012}		muɾamuɾa		muɾamuɾa	m u ɾ a m u ɾ a	Aikhenvald 2012	4553	
4241	Warekena	wet	mojado	mouillé	molhado	other	$muɾamuɾa$ (estar molhado) {Aikhenvald 2012}, $muʃa$ (molhado) {Aikhenvald 2012}		muʃa		muʃa	m u ʃ a	Aikhenvald 2012	4556	
4242	Yukuna	wet	mojado	mouillé	molhado	other	$ihani$ (molhado) {Epps}		ihani		ihani	i h a n i	Epps	4554	
4531	Baniwa	wet			molhado		<póotsia> (molhado) {Ramirez 2001}	póotsia			póotsia	p ó o ts i a	Ramirez 2001	4547	
5332	Baniwa	wet			molhado		<póotsia> (molhado) {Ramirez 2001}	póotsia			póotsia	p ó o ts i a	Ramirez 2001	4547	
#
4243	Achagua	what?	qué?	quoi?	que	other	$tana$ (que) {Melendez 2011}		tana		tana	t a n a	Melendez 2011	4557	
4244	Baré	what?	qué?	quoi?	que	other	$ne$ (que) {Oliveira 93}		ne		ne	n e	Oliveira 93	4559	
4245	Kabiyari	what?	qué?	quoi?	que	other	<mikha> $mikha$ (que?) {Epps}, <arhi> $arhi$ (que?) {Epps}, <umha> $umha$ (que?) {Epps}	mikha	mikha		mikha	m i kʰ a	Epps	4560	
4246	Kabiyari	what?	qué?	quoi?	que	other	<mikha> $mikha$ (que?) {Epps}, <arhi> $arhi$ (que?) {Epps}, <umha> $umha$ (que?) {Epps}	arhi	arhi		arhi	a r̥ i	Epps	4565	
4247	Kabiyari	what?	qué?	quoi?	que	other	<mikha> $mikha$ (que?) {Epps}, <arhi> $arhi$ (que?) {Epps}, <umha> $umha$ (que?) {Epps}	umha	umha		umha	u m̥ a	Epps	4565	
4248	Piapoco	what?	qué?	quoi?	que	other	<càiná> $kàiná$ (que) {Epps}, <cawiná> $kawiná$ (que) {Epps}	càiná	kàiná		kàiná	k à i n á	Epps	4561	
4249	Piapoco	what?	qué?	quoi?	que	other	<càiná> $kàiná$ (que) {Epps}, <cawiná> $kawiná$ (que) {Epps}	cawiná	kawiná		kawiná	k a w i n á	Epps	4561	
4250	Tariana	what?	qué?	quoi?	que	other	$kwaka$ (que) {Epps}		kwaka		kwaka	k w a k a	Epps	4562	
4251	Yukuna	what?	qué?	quoi?	que	other	$na$ (que) {Epps}		na		na	n a	Epps	4559	
5243	Baniwa	what?			que		<lhiera(ha)> (este) {Ramirez 2001}	lhiera(ha)			lhiera(ha)	lh i e r a <?> a <?>	Ramirez 2001	4558	
5333	Baniwa	what?			que		<kôaka?> (que?) {Ramirez 2001}	kôaka?			kôaka?	k ô a k a <?>	Ramirez 2001	4562	
#
4252	Achagua	when?	cuándo?	quand?	quando?	other	$haikta$ (cuando) {Melendez 2011}		haikta		haikta	h a i k t a	Melendez 2011	4566	
4253	Baré	when?	cuándo?	quand?	quando?	other	$abeuku$ (quando) {Oliveira 93}		abeuku		abeuku	a b e u k u	Oliveira 93	4568	
4254	Piapoco	when?	cuándo?	quand?	quando?	other	<càicaalíná> $kàikaalíná$ (quando) {Epps}, <chácaalíná> $tʃákaalíná$ (quando) {Epps}	càicaalíná	kàikaalíná		kàikaalíná	k à i k aa l í n á	Epps	4569	
4255	Piapoco	when?	cuándo?	quand?	quando?	other	<càicaalíná> $kàikaalíná$ (quando) {Epps}, <chácaalíná> $tʃákaalíná$ (quando) {Epps}	chácaalíná	tʃákaalíná		tʃákaalíná	tʃ á k aa l í n á	Epps	4569	
4256	Resigaro	when?	cuándo?	quand?	quando?	other	$hideeʔtsí$ (quando) {Epps}		hideeʔtsí		hideeʔtsí	h i d ee ʔ ts í	Epps	4570	
4257	Warekena	when?	cuándo?	quand?	quando?	other	$yumiɾehẽ$ (quando) {Aikhenvald 2012}		yumiɾehẽ		yumiɾehẽ	y u m i ɾ e h ẽ	Aikhenvald 2012	4571	
4258	Yukuna	when?	cuándo?	quand?	quando?	other	$méketʃami$ (quando) {Epps}		méketʃami		méketʃami	m é k e tʃ a m i	Epps	4572	
5334	Baniwa	when?			quando?		<koame kawálhi> (quando?) {Ramirez 2001}	koame kawálhi			koame kawálhi	k o a m e � k a w a � l h i	Ramirez 2001	4567	
#
4259	Achagua	where?	dónde?	où?	Onde?	other	$tʃite$ (donde) {Melendez 2011}, $ta$ (donde) {Melendez 2011}, $tanâkutʃa$ (donde adv.), $taʃia$ (donde no especifico) {Melendez 2011}		tʃite		tʃite	tʃ i t e	Melendez 2011	4573	
4260	Achagua	where?	dónde?	où?	Onde?	other	$tʃite$ (donde) {Melendez 2011}, $ta$ (donde) {Melendez 2011}, $tanâkutʃa$ (donde adv.), $taʃia$ (donde no especifico) {Melendez 2011}		ta		ta	t a	Melendez 2011	4578	
4261	Achagua	where?	dónde?	où?	Onde?	other	$tʃite$ (donde) {Melendez 2011}, $ta$ (donde) {Melendez 2011}, $tanâkutʃa$ (donde adv.), $taʃia$ (donde no especifico) {Melendez 2011}		taʃia		taʃia	t a ʃ i a	Melendez 2011	4581	
4262	Baré	where?	dónde?	où?	Onde?	other	$awatadi$ (onde) {Oliveira 93}		awatadi		awatadi	a w a t a d i	Oliveira 93	4575	
4263	Piapoco	where?	dónde?	où?	Onde?	other	$kàikatáiná$ (onde) {H&R 1992}		kàikatáiná		kàikatáiná	k à i k a t á i n á	H&R 1992	4576	
4264	Resigaro	where?	dónde?	où?	Onde?	other	$hen̟éé$ (onde) {Epps}		hen̟éé		hen̟éé	h e n̟ éé	Epps	4577	
4265	Warekena	where?	dónde?	où?	Onde?	other	$daɾi$ (onde?) {Aikhenvald 2012}, $datʃi$ (onde?) {Aikhenvald 2012}, $daba$ (onde) {Aikhenvald 2012}		daɾi		daɾi	d a ɾ i	Aikhenvald 2012	4578	
4266	Warekena	where?	dónde?	où?	Onde?	other	$daɾi$ (onde?) {Aikhenvald 2012}, $datʃi$ (onde?) {Aikhenvald 2012}, $daba$ (onde) {Aikhenvald 2012}		datʃi		datʃi	d a tʃ i	Aikhenvald 2012	4581	
4267	Warekena	where?	dónde?	où?	Onde?	other	$daɾi$ (onde?) {Aikhenvald 2012}, $datʃi$ (onde?) {Aikhenvald 2012}, $daba$ (onde) {Aikhenvald 2012}		daba		daba	d a b a	Aikhenvald 2012	4578	
4268	Yukuna	where?	dónde?	où?	Onde?	other	$méɲoʔoho$ (onde) {Epps}		méɲoʔoho		méɲoʔoho	m é ɲ o ʔ o h o	Epps	4579	
5335	Baniwa	where?			Onde?		<kálhe> (onde?) {Ramirez 2001}	kálhe			kálhe	k á lh e	Ramirez 2001	4574	
#
5336	Baniwa	whisper			sussurro		<mhematsa> (sussurrar) {Chacon 2016}	mhematsa			mhematsa	mh e m a ts a	Chacon 2016	4582	
#
4269	Achagua	whistle	silbar	siffler	assobiar	verb	$ʃimideri$ (whistle) {Melendez 2011}		ʃimideri		ʃimideri	ʃ i m i d e r i	Melendez 2011	4583	
4270	Piapoco	whistle	silbar	siffler	assobiar	verb	$nusí:βídaka$ (silbar) {Klumpp 1995}		nusí:βídaka		nusí:βídaka	n u s í: β í d a k a	Klumpp 1995	4585	
4271	Resigaro	whistle	silbar	siffler	assobiar	verb	$ɸioʔ-khú$ (assobiar) {Allin 1979}		ɸioʔ-khú		ɸioʔ-khú	ɸ i o ʔ � k h u �	Allin 1979	4586	
4272	Tariana	whistle	silbar	siffler	assobiar	verb	$di-phyá$ (assobiar) {Aikhenvald 2001}		di-phyá		di-phyá	di- ph y á	Aikhenvald 2001	4587	
4273	Warekena	whistle	silbar	siffler	assobiar	verb	$ʃuwiya$ (assobiar) {Aikhenvald 2012}		ʃuwiya		ʃuwiya	ʃ u w i y a	Aikhenvald 2012	4588	
4274	Yukuna	whistle	silbar	siffler	assobiar	verb	$aʔahwiɲakahe$ (assobiar) {Schauer 2005}		aʔahwiɲakahe		aʔahwiɲakahe	a ʔ a h w i ɲ a k a h e	Schauer 2005	4589	
5337	Baniwa	whistle			assobiar		<-hiwíñha> (assobiar) {Ramirez 2001}	-hiwíñha			-hiwíñha	� h i w i � n � h a	Ramirez 2001	4584	
#
4275	Kabiyari	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	<pitʃá> (queixada) {hr01}	pitʃá			pitʃá	p i tʃ á	hr01	4590	
4276	Piapoco	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	$apìʧa$ (queixada) {H&R 1992}, $ʧamùu$ (queixada) {H&R 1992}		apìʧa		apìʧa	a p ì ʧ a	H&R 1992	4590	
4277	Piapoco	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	$apìʧa$ (queixada) {H&R 1992}, $ʧamùu$ (queixada) {H&R 1992}		ʧamùu		ʧamùu	ʧ a m ù u	H&R 1992	4595	
4278	Resigaro	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	$hapíitsu$ (queixada) {dp91}, $aevíidógí$ (queixada) {Epps}		hapíitsu		hapíitsu	h a p í i ts u	dp91	4590	
4279	Resigaro	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	$hapíitsu$ (queixada) {dp91}, $aevíidógí$ (queixada) {Epps}		aevíidógí		aevíidógí	a e v í i d ó g í	Epps	4596	
4280	Tariana	white-lipped.peccary	huangana, puerco	pécari à bouche blanche	queixada, taiaçu	animal	$apiyá kesaníte$ (queixada) {Aikhenvald 2001}		apiyá kesaníte		apiyá kesaníte	a p i y a � � k e s a n i � t e	Aikhenvald 2001	4594	
5338	Baniwa	white-lipped.peccary			queixada, taiaçu		<aapídza> (queixada) {Ramirez 2001}	aapídza			aapídza	aa p í dz a	Ramirez 2001	4590	
#
4281	Achagua	who?	quién?	qui	Quem?	other	$tana$ (quien) {Melendez 2011}		tana		tana	t a n a	Melendez 2011	4597	
4282	Baré	who?	quién?	qui	Quem?	other	$abadi$ (quem) {Oliveira 93}		abadi		abadi	a b a d i	Oliveira 93	4599	
4283	Kabiyari	who?	quién?	qui	Quem?	other	<mikha> $mikha$ (quem) {Epps}, <arhi> $arhi$ (quem) {Epps}, <umha> $umha$ (quem) {Epps}	mikha	mikha		mikha	m i kʰ a	Epps	4600	
4284	Kabiyari	who?	quién?	qui	Quem?	other	<mikha> $mikha$ (quem) {Epps}, <arhi> $arhi$ (quem) {Epps}, <umha> $umha$ (quem) {Epps}	arhi	arhi		arhi	a r̥ i	Epps	4606	
4285	Kabiyari	who?	quién?	qui	Quem?	other	<mikha> $mikha$ (quem) {Epps}, <arhi> $arhi$ (quem) {Epps}, <umha> $umha$ (quem) {Epps}	umha	umha		umha	u m̥ a	Epps	4606	
4286	Piapoco	who?	quién?	qui	Quem?	other	<càiná> $kàiná$ (quem) {Epps}, <cawiná> $kawiná$ (quem) {Epps}	càiná	kàiná		kàiná	k à i n á	Epps	4598	
4287	Piapoco	who?	quién?	qui	Quem?	other	<càiná> $kàiná$ (quem) {Epps}, <cawiná> $kawiná$ (quem) {Epps}	cawiná	kawiná		kawiná	k a w i n á	Epps	4598	
4288	Resigaro	who?	quién?	qui	Quem?	other	$kéení$ (quem) {H&R 1992}		kéení		kéení	k é e n í	H&R 1992	4598	
4289	Tariana	who?	quién?	qui	Quem?	other	$kwana$ $kwana$ (quem) {Epps}		kwana		kwana	k w a n a	Epps	4598	
4290	Warekena	who?	quién?	qui	Quem?	other	$datʃibaɾi$ (quem) {Aikhenvald 2012}, $datʃibuɾe$ (quem) {Aikhenvald 2012}, $damaɾi$ (quem) {Aikhenvald 2012}		datʃibaɾi		datʃibaɾi	d a tʃ i b a ɾ i	Aikhenvald 2012	4604	
4291	Warekena	who?	quién?	qui	Quem?	other	$datʃibaɾi$ (quem) {Aikhenvald 2012}, $datʃibuɾe$ (quem) {Aikhenvald 2012}, $damaɾi$ (quem) {Aikhenvald 2012}		datʃibuɾe		datʃibuɾe	d a tʃ i b u ɾ e	Aikhenvald 2012	4604	
4292	Warekena	who?	quién?	qui	Quem?	other	$datʃibaɾi$ (quem) {Aikhenvald 2012}, $datʃibuɾe$ (quem) {Aikhenvald 2012}, $damaɾi$ (quem) {Aikhenvald 2012}		damaɾi		damaɾi	d a m a ɾ i	Aikhenvald 2012	4610	
4293	Yukuna	who?	quién?	qui	Quem?	other	$nahlo$ (quem) {Epps}		nahlo		nahlo	n a h l o	Epps	4605	
5339	Baniwa	who?			Quem?		<kóaka> (quem?) {Ramirez 2001}	kóaka			kóaka	k ó a k a	Ramirez 2001	4598	
#
4294	Achagua	wife	esposa	femme	esposa	kinship	$i:nu$ (esposa) {Melendez 2011}		i:nu		i:nu	i: n u	Melendez 2011	4611	
4295	Baré	wife	esposa	femme	esposa	kinship	$ʰniyu$ (esposa) {Oliveira 93}		ʰniyu		ʰniyu	ʰn i y u	Oliveira 93	4613	
4296	Kabiyari	wife	esposa	femme	esposa	kinship	<íinu> $íinu$ (esposa) {Epps}	íinu	íinu		íinu	í i n u	Epps	4611	
4297	Piapoco	wife	esposa	femme	esposa	kinship	$núatúa$ (esposa) {H&R 1992}, $nùakaβé:tua$ (esposa) {Klumpp 1995}, $nuinu$ (esposa) {Klumpp 1995}		núatúa		núatúa	n ú a t ú a	H&R 1992	4615	
4298	Piapoco	wife	esposa	femme	esposa	kinship	$núatúa$ (esposa) {H&R 1992}, $nùakaβé:tua$ (esposa) {Klumpp 1995}, $nuinu$ (esposa) {Klumpp 1995}		nùakaβé:tua		nùakaβé:tua	nùaka β é: t u a	Klumpp 1995	4620	
4299	Piapoco	wife	esposa	femme	esposa	kinship	$núatúa$ (esposa) {H&R 1992}, $nùakaβé:tua$ (esposa) {Klumpp 1995}, $nuinu$ (esposa) {Klumpp 1995}		nuinu		nuinu	n u i n u	Klumpp 1995	4611	
4300	Resigaro	wife	esposa	femme	esposa	kinship	$múuʒé$ (esposa) {Allin 1979}		múuʒé		múuʒé	m ú u ʒ é	Allin 1979	4616	
4301	Tariana	wife	esposa	femme	esposa	kinship	$di-sá-do$ (esposa) {Aikhenvald 2001}		di-sá-do		di-sá-do	d i � s a � � d o	Aikhenvald 2001	4617	
4302	Warekena	wife	esposa	femme	esposa	kinship	$nuʃumiawa$ (esposa) {Aikhenvald 2012}		nuʃumiawa		nuʃumiawa	n u ʃ u m i a w a	Aikhenvald 2012	4618	
4303	Yukuna	wife	esposa	femme	esposa	kinship	$jahálohi$ (esposa) {Epps}		jahálohi		jahálohi	j a h á l o h i	Epps	4619	
5340	Baniwa	wife			esposa		<-íino> (esposa) {Ramirez 2001}	-íino			-íino	� i � i n o	Ramirez 2001	4611	
#
4304	Achagua	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	$musuli$ (caña brava) {Melendez 2011}		musuli		musuli	m u s u l i	Melendez 2011	4621	
4305	Piapoco	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	<sitùa> $sitùa$ (cana brava) {Epps}, $bèsuè$ (cana brava) {H&R 1992}	sitùa	sitùa		sitùa	s i t ù a	Epps	4623	
