ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID
2988	Piapoco	peel manioc, peel sth with easily removed skin	pelar	peler	descascar	verb	$nutʃalà:ka$ (pelar) {Klumpp 1995}		nutʃalà:ka		nutʃalà:ka	n u tʃ a l à: k a	Klumpp 1995	2664
2989	Resigaro	peel manioc, peel sth with easily removed skin	pelar	peler	descascar	verb	$-méʔkó$ (descascar) {Allin 1979}		-méʔkó		-méʔkó	m é ʔ k ó	Allin 1979	2665
2990	Tariana	peel manioc, peel sth with easily removed skin	pelar	peler	descascar	verb	$di-dála$ (descascar) {Aikhenvald 2001}		di-dála		di-dála	d i d á l a	Aikhenvald 2001	2666
2991	Warekena	peel manioc, peel sth with easily removed skin	pelar	peler	descascar	verb	$guwiʃa$ (descascar) {Aikhenvald 2012}		guwiʃa		guwiʃa	g u w i ʃ a	Aikhenvald 2012	2667
2992	Yukuna	peel manioc, peel sth with easily removed skin	pelar	peler	descascar	verb	$lahoʔokahe$ (descascar) {Schauer 2005}		lahoʔokahe		lahoʔokahe	l a h o ʔ o k a h e	Schauer 2005	2668
2993	Achagua	penis	pene	penis	pênis	body part	$tʃipitʃi$ (pene) {Melendez 2011}		tʃipitʃi		tʃipitʃi	tʃ i p i tʃ i	Melendez 2011	2669
2994	Tariana	penis	pene	penis	pênis	body part	$di-thi-ní-na$ (pênis) {Aikhenvald 2001}		di-thi-ní-na		di-thi-ní-na	d i th i n í n a	Aikhenvald 2001	2670
2995	Yukuna	penis	pene	penis	pênis	body part	$ihihi$ (pênis) {Schauer 2005}		ihihi		ihihi	i h i h i	Schauer 2005	2671
2996	Baré	people	gente	gens	pessoas	other	$kʰinenei$ (gente) {Oliveira 93}		kʰinenei		kʰinenei	kʰ i n e n e i	Oliveira 93	2672
2997	Kabiyari	people	gente	gens	pessoas	other	<néki-ri> $néki-ɾi$ (pessoa) {Epps}	néki-ri	néki-ɾi		néki-ɾi	n é k i ɾ i	Epps	2673
2998	Piapoco	people	gente	gens	pessoas	other	<wenàiwica> $wenàiwika$ (pessoas) {Epps}	wenàiwica	wenàiwika		wenàiwika	w e n à i w i k a	Epps	2674
2999	Resigaro	people	gente	gens	pessoas	other	$ináaviʔʒaánigí$ (pessoa) {Epps}		ináaviʔʒaánigí		ináaviʔʒaánigí	i n á a v i ʔʒ a á n i g í	Epps	2675
3000	Tariana	people	gente	gens	pessoas	other	$nawíki$ (pessoas) {Aikhenvald 2001}		nawíki		nawíki	n a w í k i	Aikhenvald 2001	2674
3001	Warekena	people	gente	gens	pessoas	other	$ñamaɾi$ (gente) {Aikhenvald 2012}		ñamaɾi		ñamaɾi	ñ a m a ɾ i	Aikhenvald 2012	2673
3002	Yukuna	people	gente	gens	pessoas	other	$inaʔuké$ (pessoa) {Epps}		inaʔuké		inaʔuké	i n a ʔ u k é	Epps	2674
3003	Achagua	pineapple	piña	ananas	abacaxi	plant.edible	$na:nana$ (piña) {Melendez 2011}		na:nana		na:nana	n a: n a n a	Melendez 2011	2676
3004	Baré	pineapple	piña	ananas	abacaxi	plant.edible	$mawahauri$ (abacaxi) {Oliveira 93}		mawahauri		mawahauri	m a w a h a u r i	Oliveira 93	2677
3005	Kabiyari	pineapple	piña	ananas	abacaxi	plant.edible	<máwiru> $máwiru$ (abacaxi) {Epps}	máwiru	máwiru		máwiru	m á w i r u	Epps	2677
3006	Piapoco	pineapple	piña	ananas	abacaxi	plant.edible	<màwiru> $màwiɾu$ (abacaxi) {Epps}	màwiru	màwiɾu		màwiɾu	m à w i ɾ u	Epps	2677
3007	Resigaro	pineapple	piña	ananas	abacaxi	plant.edible	$nanáanaʔó$ (abacaxi) {Epps}, $améetsʰaú$ (abacaxi) {Epps}		nanáanaʔó		nanáanaʔó	n a n á a n a ʔ ó	Epps	2676
3008	Resigaro	pineapple	piña	ananas	abacaxi	plant.edible	$nanáanaʔó$ (abacaxi) {Epps}, $améetsʰaú$ (abacaxi) {Epps}		améetsʰaú		améetsʰaú	a m é e tsʰ a ú	Epps	2684
3009	Tariana	pineapple	piña	ananas	abacaxi	plant.edible	$mawína$ (abacaxi) {Aikhenvald 2001}		mawína		mawína	m a w í n a	Aikhenvald 2001	2677
3010	Warekena	pineapple	piña	ananas	abacaxi	plant.edible	$mawina$ (abacaxi) {Aikhenvald 2012}		mawina		mawina	m a w i n a	Aikhenvald 2012	2677
3011	Yukuna	pineapple	piña	ananas	abacaxi	plant.edible	$mawiɾu$ (abacaxi) {Epps}		mawiɾu		mawiɾu	m a w i ɾ u	Epps	2677
3012	Baré	piranha	piraña, paña, palometa	piranha	piranha	fish	$bawmehe$ (piranha) {Oliveira 93}		bawmehe		bawmehe	b a w m e h e	Oliveira 93	2685
3013	Kabiyari	piranha	piraña, paña, palometa	piranha	piranha	fish	<máa> $máa$ (piranha) {Epps}	máa	máa		máa	m á a	Epps	2686
3014	Piapoco	piranha	piraña, paña, palometa	piranha	piranha	fish	<umái> $umái$ (piranha) {Epps}	umái	umái		umái	u m á i	Epps	2686
3015	Resigaro	piranha	piraña, paña, palometa	piranha	piranha	fish	$mepókó$ (piranha) {Epps}		mepókó		mepókó	m e p ó k ó	Epps	2688
3016	Tariana	piranha	piraña, paña, palometa	piranha	piranha	fish	$úmai$ (piranha) {Aikhenvald 2001}, $peɾoáli$ (piranha) {Aikhenvald 2001}, $úmai káini$ (piranha) {Aikhenvald 2001}		úmai		úmai	ú m a i	Aikhenvald 2001	2686
3017	Tariana	piranha	piraña, paña, palometa	piranha	piranha	fish	$úmai$ (piranha) {Aikhenvald 2001}, $peɾoáli$ (piranha) {Aikhenvald 2001}, $úmai káini$ (piranha) {Aikhenvald 2001}		peɾoáli		peɾoáli	p e ɾ o á l i	Aikhenvald 2001	2690
3018	Tariana	piranha	piraña, paña, palometa	piranha	piranha	fish	$úmai$ (piranha) {Aikhenvald 2001}, $peɾoáli$ (piranha) {Aikhenvald 2001}, $úmai káini$ (piranha) {Aikhenvald 2001}		úmai káini		úmai káini	ú m a i _ k á i n i	Aikhenvald 2001	2694
3019	Warekena	piranha	piraña, paña, palometa	piranha	piranha	fish	$pa:ɾuma$ (piranha) {Aikhenvald 2012}		pa:ɾuma		pa:ɾuma	p a: ɾ u m a	Aikhenvald 2012	2690
3020	Yukuna	piranha	piraña, paña, palometa	piranha	piranha	fish	$maí$ (piranha) {Epps}, $hipuʔuhmá$ (piranha) {Epps}		maí		maí	m a í	Epps	2686
3021	Yukuna	piranha	piraña, paña, palometa	piranha	piranha	fish	$maí$ (piranha) {Epps}, $hipuʔuhmá$ (piranha) {Epps}		hipuʔuhmá		hipuʔuhmá	h i p u ʔ u h m á	Epps	2693
3022	Resigaro	pitch	brea	brai	arremesso, breu, piche, betume	other	$maání$ (arremesso) {Allin 1979}		maání		maání	m a á n í	Allin 1979	2695
3023	Tariana	pitch	brea	brai	arremesso, breu, piche, betume	other	$máini$ (breu) {Aikhenvald 2001}		máini		máini	m á i n i	Aikhenvald 2001	2695
3024	Achagua	placenta	placenta	placenta	placenta	body part	$jebaʃi$ (placenta) {Melendez 2011}		jebaʃi		jebaʃi	j e b a ʃ i	Melendez 2011	2696
3025	Piapoco	placenta	placenta	placenta	placenta	body part	$jé:ba$ (placenta) {Klumpp 1995}		jé:ba		jé:ba	j é: b a	Klumpp 1995	2696
3026	Yukuna	placenta	placenta	placenta	placenta	body part	$makutehi$ (placenta) {Schauer 2005}		makutehi		makutehi	m a k u t e h i	Schauer 2005	2698
3027	Achagua	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$ja:baneri$ (sembrar) {Melendez 2011}		ja:baneri		ja:baneri	j a: b a n e r i	Melendez 2011	2699
3028	Baré	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$bana$ (plantar) {Oliveira 93}		bana		bana	b a n a	Oliveira 93	2699
3029	Piapoco	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$nubànaka$ (sembrar) {Klumpp 1995}		nubànaka		nubànaka	n u b à n a k a	Klumpp 1995	2699
3030	Resigaro	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$himiítsí-khú$ (cultivar) {Allin 1979}		himiítsí-khú		himiítsí-khú	h i m i í ts í kh ú	Allin 1979	2702
3031	Tariana	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$dí-pana$ (semear, cultivar) {Aikhenvald 2001}		dí-pana		dí-pana	d í p a n a	Aikhenvald 2001	2699
3032	Yukuna	plant (seed)	sembrar semilla	semer	semear, cultivar, plantar	verb	$ehátakahe$ (semear) {Schauer 2005}		ehátakahe		ehátakahe	e h á t a k a h e	Schauer 2005	2704
3033	Achagua	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$palatuna$ (platano) {Melendez 2011}		palatuna		palatuna	p a l a t u n a	Melendez 2011	2705
3034	Baré	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$panara$ (banana) {Oliveira 93}		panara		panara	p a n a r a	Oliveira 93	2706
3035	Kabiyari	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	<néripana> $néɾipana$ (banana) {Epps}	néripana	néɾipana		néɾipana	n é ɾ i p a n a	Epps	2705
3036	Piapoco	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	<palátuna> $palátuna$ (banana) {H&R 1992}	palátuna	palátuna		palátuna	p a l á t u n a	H&R 1992	2705
3037	Resigaro	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$ʃakooʔgíʔó$ (banana) {Epps}		ʃakooʔgíʔó		ʃakooʔgíʔó	ʃ a k oo ʔ g í ʔ ó	Epps	2709
3038	Tariana	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$déɾi$ (banana) {Aikhenvald 2001}, $de:ɾi$ (banana) {Aikhenvald 2001}		déɾi		déɾi	d é ɾ i	Aikhenvald 2001	2710
3039	Tariana	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$déɾi$ (banana) {Aikhenvald 2001}, $de:ɾi$ (banana) {Aikhenvald 2001}		de:ɾi		de:ɾi	d e: ɾ i	Aikhenvald 2001	2710
3040	Warekena	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$paɾatana$ (banana) {Aikhenvald 2012}		paɾatana		paɾatana	p a ɾ a t a n a	Aikhenvald 2012	2705
3041	Yukuna	plantain	plátano	banane plantain	banana-da-terra, tachagem	plant.edible	$kamíyaʔala$ (banana) {Schauer 2005}		kamíyaʔala		kamíyaʔala	k a m í y a ʔ a l a	Schauer 2005	2712
3042	Achagua	play	jugar	jouer	jogar	verb	$sewikiri$ (jugar) {Melendez 2011}		sewikiri		sewikiri	s e w i k i r i	Melendez 2011	2713
3043	Baré	play	jugar	jouer	jogar	verb	$ʰnuka$ (jogar) {Oliveira 93}		ʰnuka		ʰnuka	ʰn u k a	Oliveira 93	2714
3044	Piapoco	play	jugar	jouer	jogar	verb	$nusàiβikaka$ (jugar) {Klumpp 1995}		nusàiβikaka		nusàiβikaka	n u s à i β i k a k a	Klumpp 1995	2715
3045	Resigaro	play	jugar	jouer	jogar	verb	$-(ʔ)méní$ (jogar) {Allin 1979}		-(ʔ)méní		-(ʔ)méní	( ʔ ) m é n í	Allin 1979	2716
3046	Tariana	play	jugar	jouer	jogar	verb	$di-pé$ (jogar) {Aikhenvald 2001}		di-pé		di-pé	d i p é	Aikhenvald 2001	2717
3047	Warekena	play	jugar	jouer	jogar	verb	$miwata$ (jogar) {Aikhenvald 2012}		miwata		miwata	m i w a t a	Aikhenvald 2012	2718
3048	Yukuna	play	jugar	jouer	jogar	verb	$kátakaho$ (jogaɾ) {Schauer 2005}		kátakaho		kátakaho	k á t a k a h o	Schauer 2005	2719
3049	Tariana	pleiades	pléyades	pléiades	plêiades	other	$walipéɾa$ (plêiades) {Aikhenvald 2001}, $walipéɾe$ (plêiades) {Aikhenvald 2001}		walipéɾa		walipéɾa	w a l i p é ɾ a	Aikhenvald 2001	2720
3050	Tariana	pleiades	pléyades	pléiades	plêiades	other	$walipéɾa$ (plêiades) {Aikhenvald 2001}, $walipéɾe$ (plêiades) {Aikhenvald 2001}		walipéɾe		walipéɾe	w a l i p é ɾ e	Aikhenvald 2001	2720
3051	Warekena	pleiades	pléyades	pléiades	plêiades	other	$aʃuɾuteɾi$ (Plêiades) {Aikhenvald 2012}		aʃuɾuteɾi		aʃuɾuteɾi	a ʃ u ɾ u t e ɾ i	Aikhenvald 2012	2721
3052	Piapoco	point (finger)	señalar con el dedo	indiquer, montrer du doigt	apontar o dedo	verb	$núasáidaka$ (indicar) {Klumpp 1995}, $nú:maka$ (indicar) {Klumpp 1995}		núasáidaka		núasáidaka	n ú a s á i d a k a	Klumpp 1995	2722
3053	Piapoco	point (finger)	señalar con el dedo	indiquer, montrer du doigt	apontar o dedo	verb	$núasáidaka$ (indicar) {Klumpp 1995}, $nú:maka$ (indicar) {Klumpp 1995}		nú:maka		nú:maka	n ú: m a k a	Klumpp 1995	2724
3054	Resigaro	point (finger)	señalar con el dedo	indiquer, montrer du doigt	apontar o dedo	verb	$kuhúʔ-khú$ (indicar) {Allin 1979}		kuhúʔ-khú		kuhúʔ-khú	k u h ú ʔ kh ú	Allin 1979	2723
3055	Kabiyari	poison, for weapons (N)	curare, veneno	poison	veneno	other	<apári> $apári$ (veneno) {Epps}, $manhé[t̪i]$ {Ramirez 2001}	apári	apári		apári	a p á r i	Epps	2725
3056	Kabiyari	poison, for weapons (N)	curare, veneno	poison	veneno	other	<apári> $apári$ (veneno) {Epps}, $manhé[t̪i]$ {Ramirez 2001}		manhé[t̪i]		manhé[t̪i]	m a nh é [ t̪ i ]	Ramirez 2001	2730
3057	Piapoco	poison, for weapons (N)	curare, veneno	poison	veneno	other	$ikuɺáɺe$ (veneno) {Klumpp 1995}		ikuɺáɺe		ikuɺáɺe	i k u ɺ á ɺ e	Klumpp 1995	2726
3058	Tariana	poison, for weapons (N)	curare, veneno	poison	veneno	other	$pañiási$ (veneno) {Aikhenvald 2001}, $paniási$ (veneno) {Aikhenvald 2001}, $yá:ni$ (veneno) {Aikhenvald 2001}, $pupáwa$ $pupáwa$ (curare) {Epps}		pañiási		pañiási	p a ñ i á s i	Aikhenvald 2001	2727
3059	Tariana	poison, for weapons (N)	curare, veneno	poison	veneno	other	$pañiási$ (veneno) {Aikhenvald 2001}, $paniási$ (veneno) {Aikhenvald 2001}, $yá:ni$ (veneno) {Aikhenvald 2001}, $pupáwa$ $pupáwa$ (curare) {Epps}		paniási		paniási	p a n i á s i	Aikhenvald 2001	2727
3060	Tariana	poison, for weapons (N)	curare, veneno	poison	veneno	other	$pañiási$ (veneno) {Aikhenvald 2001}, $paniási$ (veneno) {Aikhenvald 2001}, $yá:ni$ (veneno) {Aikhenvald 2001}, $pupáwa$ $pupáwa$ (curare) {Epps}		yá:ni		yá:ni	y á: n i	Aikhenvald 2001	2734
3061	Tariana	poison, for weapons (N)	curare, veneno	poison	veneno	other	$pañiási$ (veneno) {Aikhenvald 2001}, $paniási$ (veneno) {Aikhenvald 2001}, $yá:ni$ (veneno) {Aikhenvald 2001}, $pupáwa$ $pupáwa$ (curare) {Epps}		pupáwa		pupáwa	p u p á w a	Epps	2725
3062	Warekena	poison, for weapons (N)	curare, veneno	poison	veneno	other	$wiɾaɾi$ (curare) {Aikhenvald 2012}, $wiyuaɾi$ (veneno) {Aikhenvald 2012}		wiɾaɾi		wiɾaɾi	w i ɾ a ɾ i	Aikhenvald 2012	2726
3063	Warekena	poison, for weapons (N)	curare, veneno	poison	veneno	other	$wiɾaɾi$ (curare) {Aikhenvald 2012}, $wiyuaɾi$ (veneno) {Aikhenvald 2012}		wiyuaɾi		wiyuaɾi	w i y u a ɾ i	Aikhenvald 2012	2726
3064	Yukuna	poison, for weapons (N)	curare, veneno	poison	veneno	other	$puitʃahi$ (veneno) {Schauer 2005}, $pumitʃahi$ (veneno) {Schauer 2005}		puitʃahi		puitʃahi	p u i tʃ a h i	Schauer 2005	2729
3065	Yukuna	poison, for weapons (N)	curare, veneno	poison	veneno	other	$puitʃahi$ (veneno) {Schauer 2005}, $pumitʃahi$ (veneno) {Schauer 2005}		pumitʃahi		pumitʃahi	p u m i tʃ a h i	Schauer 2005	2729
3066	Piapoco	port	puerto	port	porto	other	$ídaluta$ (puerto) {Klumpp 1995}		ídaluta		ídaluta	í d a l u t a	Klumpp 1995	2735
3067	Resigaro	port	puerto	port	porto	other	$hoʒoʔnoómú$ (porto) {Allin 1979}		hoʒoʔnoómú		hoʒoʔnoómú	h o ʒ o ʔ n o ó m ú	Allin 1979	2736
3068	Tariana	port	puerto	port	porto	other	$uĩ$ (porto) {Aikhenvald 2001}		uĩ		uĩ	u ĩ	Aikhenvald 2001	2737
3069	Yukuna	port	puerto	port	porto	other	$punumahi$ (porto) {Schauer 2005}		punumahi		punumahi	p u n u m a h i	Schauer 2005	2738
3070	Achagua	pot	olla	pot	panela, caçarola	other	$karahi$ (olla) {Melendez 2011}		karahi		karahi	k a r a h i	Melendez 2011	2739
3071	Baré	pot	olla	pot	panela, caçarola	other	$yuruti$ (panela) {Oliveira 93}		yuruti		yuruti	y u r u t i	Oliveira 93	2740
3072	Piapoco	pot	olla	pot	panela, caçarola	other	<mapuwáa> $mapuwá$ (panela) {Epps}, <iwàsape> $iwàsape$ (panela) {Epps}	mapuwáa	mapuwá		mapuwá	m a p u w á	Epps	2741
3073	Piapoco	pot	olla	pot	panela, caçarola	other	<mapuwáa> $mapuwá$ (panela) {Epps}, <iwàsape> $iwàsape$ (panela) {Epps}	iwàsape	iwàsape		iwàsape	i w às a p e	Epps	2746
3074	Resigaro	pot	olla	pot	panela, caçarola	other	$akakáʔ$ (panela) {Epps} $itáʔ$ (panela) {Epps}		akakáʔ		akakáʔ	a k a k á ʔ	Epps	2739
3075	Resigaro	pot	olla	pot	panela, caçarola	other	$akakáʔ$ (panela) {Epps} $itáʔ$ (panela) {Epps}		itáʔ		itáʔ	i t á ʔ	Epps	2747
3076	Tariana	pot	olla	pot	panela, caçarola	other	$siwá-phi$ (panela) {Aikhenvald 2001}		siwá-phi		siwá-phi	s i w á ph i	Aikhenvald 2001	2743
3077	Warekena	pot	olla	pot	panela, caçarola	other	$tuɾuwa$ (panela) {Aikhenvald 2012}		tuɾuwa		tuɾuwa	t u ɾ u w a	Aikhenvald 2012	2744
3078	Yukuna	pot	olla	pot	panela, caçarola	other	$iʔitʃí$ (panela) {Epps}		iʔitʃí		iʔitʃí	i ʔ i tʃ í	Epps	2745
3079	Piapoco	pour liquid from vessel, empty liquid	vaciar, derramar	vider	derramar	verb	$nù:kùaka$ (derramar) {Klumpp 1995}		nù:kùaka		nù:kùaka	n ù: k ù a k a	Klumpp 1995	2748
3080	Resigaro	pour liquid from vessel, empty liquid	vaciar, derramar	vider	derramar	verb	$-onó$ (derramar) {Allin 1979}		-onó		-onó	o n ó	Allin 1979	2749
3081	Tariana	pour liquid from vessel, empty liquid	vaciar, derramar	vider	derramar	verb	$di-sié-ta$ (derramar água no fogo) {Aikhenvald 2001}		di-sié-ta		di-sié-ta	d i s i é t a	Aikhenvald 2001	2750
3082	Warekena	pour liquid from vessel, empty liquid	vaciar, derramar	vider	derramar	verb	$yaɾuta$ (derramar) {Aikhenvald 2012}		yaɾuta		yaɾuta	y a ɾ u t a	Aikhenvald 2012	2751
3083	Achagua	powder	polvo	poudre	poeira	other	$pukupukui$ (polvo) {Melendez 2011}		pukupukui		pukupukui	p u k u p u k u i	Melendez 2011	2752
3084	Baré	powder	polvo	poudre	poeira	other	$puera$ (poeira) {Oliveira 93}		puera		puera	p u e r a	Oliveira 93	2753
3085	Piapoco	powder	polvo	poudre	poeira	other	$káli iʧùmalé$ (poeira) {H&R 1992}		káli iʧùmalé		káli iʧùmalé	k á l i _ i ʧ ù m a l é	H&R 1992	2754
3086	Resigaro	powder	polvo	poudre	poeira	other	$hípoʒíhú$ (poeira) {Allin 1979}		hípoʒíhú		hípoʒíhú	h í p o ʒ í h ú	Allin 1979	2755
3087	Tariana	powder	polvo	poudre	poeira	other	$yupisá$ (poeira) {Aikhenvald 2001}		yupisá		yupisá	y u p i s á	Aikhenvald 2001	2755
3088	Yukuna	powder	polvo	poudre	poeira	other	$muʔupé$ (poeira) {Schauer 2005}		muʔupé		muʔupé	m u ʔ u p é	Schauer 2005	2757
3089	Piapoco	prow	proa	proue	proa	other	$í:dakua$ (proa) {Klumpp 1995}		í:dakua		í:dakua	í: d a k u a	Klumpp 1995	2758
3090	Yukuna	prow	proa	proue	proa	other	$hita takú$ (proa) {Schauer 2005}		hita takú		hita takú	h i t a _ t a k ú	Schauer 2005	2759
3091	Baré	pull	jalar	tirer	puxar	verb	$duka$ (puxar) {Oliveira 93}		duka		duka	d u k a	Oliveira 93	2760
3092	Piapoco	pull	jalar	tirer	puxar	verb	$wawatàidaka$ (puxar) {H&R 1992}		wawatàidaka		wawatàidaka	w a w a t à i d a k a	H&R 1992	2761
3093	Resigaro	pull	jalar	tirer	puxar	verb	$khaʔ-khú$ (puxar) {Allin 1979}		khaʔ-khú		khaʔ-khú	kh a ʔ kh ú	Allin 1979	2762
3094	Tariana	pull	jalar	tirer	puxar	verb	$di-péta$ (puxar) {Aikhenvald 2001}		di-péta		di-péta	d i p é t a	Aikhenvald 2001	2763
3095	Yukuna	pull	jalar	tirer	puxar	verb	$tʃíɾaʔakahe$ (puxar) {Schauer 2005}		tʃíɾaʔakahe		tʃíɾaʔakahe	tʃ í ɾ a ʔ a k a h e	Schauer 2005	2764
3096	Yukuna	purple	púrpura	pourpre	roxo, púrpura	other	$ipiɾani$ (roxo) {Schauer 2005}		ipiɾani		ipiɾani	i p i ɾ a n i	Schauer 2005	2765
3097	Achagua	push	empujar	pousser	empurrar	verb	$ruderi$ (empujar) {Melendez 2011}		ruderi		ruderi	r u d e r i	Melendez 2011	2766
3098	Baré	push	empujar	pousser	empurrar	verb	$pʰada$ (empurrar) {Oliveira 93}		pʰada		pʰada	pʰ a d a	Oliveira 93	2767
3099	Piapoco	push	empujar	pousser	empurrar	verb	$wawesíaka$ (empurrar) {H&R 1992}, $nu-wesíaca$ (empurrar) {Klumpp 1995}		wawesíaka		wawesíaka	w a w e s í a k a	H&R 1992	2768
3100	Piapoco	push	empujar	pousser	empurrar	verb	$wawesíaka$ (empurrar) {H&R 1992}, $nu-wesíaca$ (empurrar) {Klumpp 1995}		nu-wesíaca		nu-wesíaca	n u w e s í a c a	Klumpp 1995	2768
3101	Resigaro	push	empujar	pousser	empurrar	verb	$ɸii-khú$ (empurrar) {Allin 1979}		ɸii-khú		ɸii-khú	ɸ ii kh ú	Allin 1979	2769
3102	Tariana	push	empujar	pousser	empurrar	verb	$di-ukáni$ (empurrar) {Aikhenvald 2001}		di-ukáni		di-ukáni	d i u k á n i	Aikhenvald 2001	2770
3103	Yukuna	push	empujar	pousser	empurrar	verb	$haɾaʔakahe$ (empurrar) {Schauer 2005}		haɾaʔakahe		haɾaʔakahe	h a ɾ a ʔ a k a h e	Schauer 2005	2771
3104	Achagua	put down	poner (colocar)	placer	pôr, colocar	verb	$suteri$ (poner) {Melendez 2011}		suteri		suteri	s u t e r i	Melendez 2011	2772
3105	Piapoco	put down	poner (colocar)	placer	pôr, colocar	verb	$núaβináidaka$ (poner) {Klumpp 1995}		núaβináidaka		núaβináidaka	n ú a β i n á i d a k a	Klumpp 1995	2773
3106	Resigaro	put down	poner (colocar)	placer	pôr, colocar	verb	$-híʔno$ (pôr) {Allin 1979}		-híʔno		-híʔno	h í ʔ n o	Allin 1979	2774
3107	Tariana	put down	poner (colocar)	placer	pôr, colocar	verb	$di-whanípa$ (colocar) {Aikhenvald 2001}		di-whanípa		di-whanípa	d i wh a n í p a	Aikhenvald 2001	2775
3108	Yukuna	put down	poner (colocar)	placer	pôr, colocar	verb	$patoʔokaho$ (pôr, colocar) {Schauer 2005}		patoʔokaho		patoʔokaho	p a t o ʔ o k a h o	Schauer 2005	2776
3109	Piapoco	put on garment (general)	ponerse (ropa)	mettre, s'habiller	vestir-se	verb.refl.	$nùβaɺika$ (vestirse) {Klumpp 1995}		nùβaɺika		nùβaɺika	n ù β a ɺ i k a	Klumpp 1995	2777
3110	Resigaro	put on garment (general)	ponerse (ropa)	mettre, s'habiller	vestir-se	verb.refl.	$-hí-noʔphaavú$ (vestir-se) {Allin 1979}		-hí-noʔphaavú		-hí-noʔphaavú	h í n o ʔ ph aa v ú	Allin 1979	2778
3111	Tariana	put on garment (general)	ponerse (ropa)	mettre, s'habiller	vestir-se	verb.refl.	$dí-yã$ (vestir) {Aikhenvald 2001}		dí-yã		dí-yã	d í y ã	Aikhenvald 2001	2779
3112	Warekena	put on garment (general)	ponerse (ropa)	mettre, s'habiller	vestir-se	verb.refl.	$aɾake$ (vestir) {Aikhenvald 2012}		aɾake		aɾake	a ɾ a k e	Aikhenvald 2012	2777
3113	Resigaro	raft	balsa	radeau	balsa, jangada	other	$aváanagaaʔžó$ (balsa) {Allin 1979}		aváanagaaʔžó		aváanagaaʔžó	a v á a n a g aa ʔ ž ó	Allin 1979	2780
3114	Yukuna	raft	balsa	radeau	balsa, jangada	other	$kapuhiɾu$ (balsa) {Schauer 2005}		kapuhiɾu		kapuhiɾu	k a p u h i ɾ u	Schauer 2005	2781
3115	Achagua	rain	llover	pleuvoir	chover	verb	$juweriu$ (llovar) {Melendez 2011}		juweriu		juweriu	j u w e r i u	Melendez 2011	2782
3116	Baré	rain	llover	pleuvoir	chover	verb	$hiya$ (chuva) {Oliveira 93}		hiya		hiya	h i y a	Oliveira 93	2783
3117	Kabiyari	rain	llover	pleuvoir	chover	verb	<peʔekhe> $peʔekhe$ (chuva) {Epps}, <pehe> $pehe$ {Epps}	peʔekhe	peʔekhe		peʔekhe	p e ʔ e kh e	Epps	2784
3118	Kabiyari	rain	llover	pleuvoir	chover	verb	<peʔekhe> $peʔekhe$ (chuva) {Epps}, <pehe> $pehe$ {Epps}	pehe	pehe		pehe	p e h e	Epps	2784
3119	Piapoco	rain	llover	pleuvoir	chover	verb	<unía> $unía$ (chuva) {Epps}	unía	unía		unía	u n í a	Epps	2785
3120	Resigaro	rain	llover	pleuvoir	chover	verb	$ɸáʔvoótsí$ (chuva) {Epps}		ɸáʔvoótsí		ɸáʔvoótsí	ɸ á ʔ v o ó ts í	Epps	2786
3121	Tariana	rain	llover	pleuvoir	chover	verb	$íya$ (chuva) {Aikhenvald 2001}		íya		íya	í y a	Aikhenvald 2001	2783
3122	Warekena	rain	llover	pleuvoir	chover	verb	$weni$ (chuva) {Aikhenvald 2012}		weni		weni	w e n i	Aikhenvald 2012	2785
3123	Yukuna	rain	llover	pleuvoir	chover	verb	$huni$ (chuva) {Epps}		huni		huni	h u n i	Epps	2785
3124	Achagua	rainbow	arco iris	arc-en-ciel	arco-íris	other	$ara:wali$ (arcoiris) {Melendez 2011}		ara:wali		ara:wali	a r a: w a l i	Melendez 2011	2787
3125	Piapoco	rainbow	arco iris	arc-en-ciel	arco-íris	other	$àrawalí$ (arco-íris) {H&R 1992}, $épi$ (arco-íris) {H&R 1992}		àrawalí		àrawalí	à r a w a l í	H&R 1992	2787
3126	Piapoco	rainbow	arco iris	arc-en-ciel	arco-íris	other	$àrawalí$ (arco-íris) {H&R 1992}, $épi$ (arco-íris) {H&R 1992}		épi		épi	é p i	H&R 1992	2789
3127	Resigaro	rainbow	arco iris	arc-en-ciel	arco-íris	other	$epú$ (arco-íris) {Allin 1979}		epú		epú	e p ú	Allin 1979	2789
